category,disease,url
血液腫瘤科,腹膜癌,https://health.udn.com/disease/sole/177074
血液腫瘤科,高血脂,https://health.udn.com/disease/sole/174
血液腫瘤科,胸腺腫瘤,https://health.udn.com/disease/sole/153374
血液腫瘤科,腦瘤,https://health.udn.com/disease/sole/175494
血液腫瘤科,膽囊癌,https://health.udn.com/disease/sole/63975
血液腫瘤科,肺腺癌,https://health.udn.com/disease/sole/63989
血液腫瘤科,肺癌,https://health.udn.com/disease/sole/63988
血液腫瘤科,子宮內膜癌,https://health.udn.com/disease/sole/63991
血液腫瘤科,皮膚癌,https://health.udn.com/disease/sole/63971
血液腫瘤科,卵巢癌,https://health.udn.com/disease/sole/63993
血液腫瘤科,急性骨髓性白血病,https://health.udn.com/disease/sole/153373
血液腫瘤科,肝癌,https://health.udn.com/disease/sole/63973
血液腫瘤科,子宮頸癌,https://health.udn.com/disease/sole/63990
血液腫瘤科,血友病,https://health.udn.com/disease/sole/63996
血液腫瘤科,嗜鉻細胞瘤,https://health.udn.com/disease/sole/63977
血液腫瘤科,膀胱癌,https://health.udn.com/disease/sole/63982
血液腫瘤科,神經母細胞瘤,https://health.udn.com/disease/sole/63978
血液腫瘤科,胃癌,https://health.udn.com/disease/sole/63974
血液腫瘤科,睪丸癌,https://health.udn.com/disease/sole/63981
血液腫瘤科,腎癌,https://health.udn.com/disease/sole/63987
血液腫瘤科,淋巴癌,https://health.udn.com/disease/sole/63980
血液腫瘤科,黑色素瘤,https://health.udn.com/disease/sole/63979
血液腫瘤科,乳癌,https://health.udn.com/disease/sole/63992
血液腫瘤科,喉癌,https://health.udn.com/disease/sole/174940
血液腫瘤科,陰道癌,https://health.udn.com/disease/sole/63994
血液腫瘤科,帕奇得氏症,https://health.udn.com/disease/sole/177193
血液腫瘤科,攝護腺癌,https://health.udn.com/disease/sole/63995
血液腫瘤科,食道癌,https://health.udn.com/disease/sole/63983
血液腫瘤科,子宮惡性肉瘤,https://health.udn.com/disease/sole/175533
血液腫瘤科,甲狀腺癌,https://health.udn.com/disease/sole/63986
血液腫瘤科,多發性骨髓瘤,https://health.udn.com/disease/sole/179258
血液腫瘤科,扁桃腺癌,https://health.udn.com/disease/sole/179247
血液腫瘤科,口腔癌,https://health.udn.com/disease/sole/63998
血液腫瘤科,胰腺癌,https://health.udn.com/disease/sole/63976
血液腫瘤科,血癌,https://health.udn.com/disease/sole/63972
血液腫瘤科,兒童顱咽管瘤,https://health.udn.com/disease/sole/178302
血液腫瘤科,舌癌,https://health.udn.com/disease/sole/174938
血液腫瘤科,鼻咽癌,https://health.udn.com/disease/sole/63984
血液腫瘤科,血栓性血小板低下紫斑症,https://health.udn.com/disease/sole/176600
血液腫瘤科,大腸直腸癌,https://health.udn.com/disease/sole/177295
血液腫瘤科,骨髓纖維化,https://health.udn.com/disease/sole/179711
心臟科,肺栓塞,https://health.udn.com/disease/sole/184
心臟科,心肌梗塞,https://health.udn.com/disease/sole/185
心臟科,低血壓,https://health.udn.com/disease/sole/188
心臟科,先天性心臟病,https://health.udn.com/disease/sole/189
心臟科,心臟病,https://health.udn.com/disease/sole/183
心臟科,猝死,https://health.udn.com/disease/sole/186
心臟科,高血壓,https://health.udn.com/disease/sole/187
心臟科,冠心病,https://health.udn.com/disease/sole/182
心臟科,下肢靜脈曲張,https://health.udn.com/disease/sole/60910
心臟科,瓣膜性心臟病,https://health.udn.com/disease/sole/175234
心臟科,主動脈剝離,https://health.udn.com/disease/sole/170219
心臟科,周邊動脈阻塞疾病,https://health.udn.com/disease/sole/176042
心臟科,心碎症候群,https://health.udn.com/disease/sole/170213
心臟科,心肌炎,https://health.udn.com/disease/sole/181
心臟科,假期心臟症候群,https://health.udn.com/disease/sole/175573
心臟科,馬凡氏症候群,https://health.udn.com/disease/sole/175633
心臟科,難治性高血壓,https://health.udn.com/disease/sole/130017
心臟科,心律不整,https://health.udn.com/disease/sole/168564
心臟科,心律過緩,https://health.udn.com/disease/sole/176758
心臟科,地中海貧血,https://health.udn.com/disease/sole/63997
心臟科,心臟衰竭,https://health.udn.com/disease/sole/175575
心臟科,二尖瓣脫垂,https://health.udn.com/disease/sole/170153
腎臟內科,勃起功能障礙,https://health.udn.com/disease/sole/217
腎臟內科,攝護腺肥大,https://health.udn.com/disease/sole/211
腎臟內科,尿失禁,https://health.udn.com/disease/sole/207
腎臟內科,尿路結石,https://health.udn.com/disease/sole/215
腎臟內科,膀胱過動症,https://health.udn.com/disease/sole/216
腎臟內科,包莖,https://health.udn.com/disease/sole/218
腎臟內科,間質性膀胱炎,https://health.udn.com/disease/sole/208
腎臟內科,睪丸炎,https://health.udn.com/disease/sole/213
腎臟內科,攝護腺炎,https://health.udn.com/disease/sole/210
腎臟內科,腎絲球腎炎,https://health.udn.com/disease/sole/61716
腎臟內科,輸精管阻塞,https://health.udn.com/disease/sole/219
腎臟內科,精索靜脈曲張,https://health.udn.com/disease/sole/212
腎臟內科,腎炎,https://health.udn.com/disease/sole/61712
腎臟內科,腎結石,https://health.udn.com/disease/sole/61713
腎臟內科,尿道炎,https://health.udn.com/disease/sole/206
腎臟內科,睪丸扭轉,https://health.udn.com/disease/sole/214
腎臟內科,體顯性多囊性腎臟病,https://health.udn.com/disease/sole/175773
腎臟內科,急性腎功能衰竭,https://health.udn.com/disease/sole/61715
腎臟內科,慢性腎功能衰竭,https://health.udn.com/disease/sole/61714
腎臟內科,腎積水,https://health.udn.com/disease/sole/61717
腎臟內科,腎盂腎炎,https://health.udn.com/disease/sole/61720
腎臟內科,腎囊腫,https://health.udn.com/disease/sole/61719
腎臟內科,肛門疣 ,https://health.udn.com/disease/sole/179243
腎臟內科,尿毒症,https://health.udn.com/disease/sole/61718
肝膽腸胃科,腹膜炎,https://health.udn.com/disease/sole/272
肝膽腸胃科,功能性消化不良,https://health.udn.com/disease/sole/277
肝膽腸胃科,闌尾炎,https://health.udn.com/disease/sole/268
肝膽腸胃科,脂肪肝,https://health.udn.com/disease/sole/257
肝膽腸胃科,上消化道出血,https://health.udn.com/disease/sole/280
肝膽腸胃科,肝炎,https://health.udn.com/disease/sole/253
肝膽腸胃科,急性腸胃炎,https://health.udn.com/disease/sole/264
肝膽腸胃科,肝昏迷,https://health.udn.com/disease/sole/175748
肝膽腸胃科,巨結腸症,https://health.udn.com/disease/sole/177284
肝膽腸胃科,急性胃炎,https://health.udn.com/disease/sole/275
肝膽腸胃科,慢性胃炎,https://health.udn.com/disease/sole/276
肝膽腸胃科,便秘,https://health.udn.com/disease/sole/282
肝膽腸胃科,胃病,https://health.udn.com/disease/sole/273
肝膽腸胃科,胃下垂,https://health.udn.com/disease/sole/278
肝膽腸胃科,胃炎,https://health.udn.com/disease/sole/279
肝膽腸胃科,大腸憩室症,https://health.udn.com/disease/sole/175912
肝膽腸胃科,十二指腸潰瘍,https://health.udn.com/disease/sole/265
肝膽腸胃科,大腸息肉,https://health.udn.com/disease/sole/267
肝膽腸胃科,發炎性腸道疾病,https://health.udn.com/disease/sole/176596
肝膽腸胃科,潰瘍性大腸炎,https://health.udn.com/disease/sole/177477
肝膽腸胃科,膽結石,https://health.udn.com/disease/sole/269
肝膽腸胃科,消化道出血,https://health.udn.com/disease/sole/281
肝膽腸胃科,A型肝炎,https://health.udn.com/disease/sole/254
肝膽腸胃科,腸躁症,https://health.udn.com/disease/sole/266
肝膽腸胃科,病毒性肝炎,https://health.udn.com/disease/sole/260
肝膽腸胃科,膽囊息肉,https://health.udn.com/disease/sole/271
肝膽腸胃科,胃潰瘍,https://health.udn.com/disease/sole/274
肝膽腸胃科,C型肝炎,https://health.udn.com/disease/sole/256
肝膽腸胃科,猛爆性肝炎,https://health.udn.com/disease/sole/261
肝膽腸胃科,脾破裂,https://health.udn.com/disease/sole/60911
